asset_id,asset_category,asset_subtype,timestamp,operational_hours,engine_temp,hydraulic_pressure,vibration,outside_temp,environment_type,cycles_count,fuel_flow,brake_pressure,coolant_temp,oil_quality,battery_voltage,failure_flag,time_to_failure
Fi-F18-053,FighterJet,F18,4/3/2025,2116,603,3613,3.45,30,Desert,368,159.1961473,3642.60662,107.3626934,60.82967089,25.63915539,1,0
Fi-F18-054,FighterJet,F18,8/30/2025,3552,623,3174,2.33,16,Arctic,73,169.1924105,3640.90636,69.09420759,82.9824375,23.58712419,1,0
Fi-F18-055,FighterJet,F18,12/18/2025,1403,616,3610,2.89,4,Coastal,197,69.83197977,2033.125255,86.13556715,95.46696115,26.10620699,1,0
Fi-F18-056,FighterJet,F18,3/18/2025,2480,524,3181,2.71,29,Arctic,19,181.6628957,3062.8599,97.61915755,54.65949829,25.95635567,1,0
Fi-F18-057,FighterJet,F18,11/5/2025,2208,500,3918,3.41,33,Coastal,267,113.102603,3749.648601,94.88214036,71.44781322,27.63052977,1,0
Fi-F18-058,FighterJet,F18,9/4/2025,3234,597,3358,2.88,37,Arctic,50,113.8234095,2509.036056,98.29294452,95.50426783,22.50290549,1,0
Fi-F18-059,FighterJet,F18,11/3/2025,3591,639,3418,2.39,-10,Desert,295,128.3810945,3039.523691,78.75149409,60.27093481,26.82572292,1,0
Fi-F18-060,FighterJet,F18,7/29/2025,1483,527,3158,2.64,27,HighAltitude,133,178.2465389,2847.123095,78.28220472,63.77802714,26.08363423,1,0
Fi-F18-061,FighterJet,F18,4/15/2025,1692,641,3802,2.84,1,HighAltitude,286,133.2367034,2507.555291,75.33265433,67.21781521,26.23296765,1,0
Fi-Su3-000,FighterJet,Su35,3/12/2025,3502,530,3765,2.34,40,Temperate,51,82.16872123,2801.121813,76.92189232,77.52881073,26.18234445,1,0
Fi-Su3-001,FighterJet,Su35,12/28/2025,213,541,3398,3.45,-10,Desert,74,120.750299,3200.490884,64.40703447,63.1545999,24.22501076,1,0
Fi-Su3-002,FighterJet,Su35,11/8/2025,154,598,3953,3.48,29,Arctic,146,156.7408748,3194.945128,107.2857929,91.01143672,25.84174789,1,0
Fi-Su3-003,FighterJet,Su35,8/13/2025,43,551,3870,2.99,41,Arctic,146,79.21197418,3567.918891,85.52739252,84.92248663,25.69113991,1,0
Fi-Su3-004,FighterJet,Su35,12/12/2025,147,592,3244,2.98,0,Desert,141,166.9509318,2706.255327,79.75715585,79.30400826,25.10645621,1,0
Fi-Su3-005,FighterJet,Su35,12/27/2025,281,523,3562,2.43,43,Arctic,298,102.2142872,3926.57533,73.82539243,80.3181704,23.16715116,1,0
Fi-Su3-006,FighterJet,Su35,7/26/2025,2354,501,3267,2.26,22,Desert,286,60.85789558,2588.503649,107.3507733,90.14711213,27.7402561,1,0
Fi-Su3-007,FighterJet,Su35,10/3/2025,3330,647,3256,3.04,14,Arctic,247,165.4950789,3514.94657,108.0619363,72.94242147,24.76432265,1,0
Fi-Su3-008,FighterJet,Su35,10/28/2025,3530,507,3493,2.17,-6,Coastal,324,168.2984028,2440.764646,95.05880506,90.00806969,24.47455583,1,0
Fi-Su3-009,FighterJet,Su35,6/30/2025,2115,637,3009,3.05,6,Temperate,147,63.95141452,3347.395834,101.0537345,53.80144103,27.58837744,1,0
Fi-Su3-010,FighterJet,Su35,9/1/2025,1285,590,3223,3.34,7,Temperate,382,152.4660963,3819.854918,84.94996702,59.98332695,26.41257439,1,0
Fi-Su3-037,FighterJet,Su35,6/2/2025,813,592,3908,2.08,32,Temperate,57,85.39487567,2868.323301,60.75338526,89.71951987,25.50818116,1,0
Fi-Su3-038,FighterJet,Su35,7/22/2025,3232,562,3009,3.45,27,Coastal,352,139.4318426,2742.797327,64.47399514,57.88492281,22.54840931,1,0
Fi-Su3-039,FighterJet,Su35,11/13/2025,1386,515,3061,2.53,-1,Arctic,54,68.87411865,2465.349262,109.0837855,89.42809129,26.54018514,1,0
Fi-Su3-040,FighterJet,Su35,8/13/2025,3003,549,3021,3.03,12,Temperate,128,184.7994566,2970.604266,81.87500021,64.73572982,26.18222665,1,0
Fi-Su3-041,FighterJet,Su35,4/8/2025,2321,547,3556,2.52,36,Coastal,140,180.149276,3197.359888,103.028043,58.01717045,25.18682458,1,0
Fi-Su3-042,FighterJet,Su35,8/19/2025,1211,567,3554,2.55,-10,Arctic,194,160.0486612,3765.864745,90.98673033,68.20375986,25.72118388,1,0
Fi-Su3-043,FighterJet,Su35,6/14/2025,2953,516,3674,3.45,42,Coastal,97,128.6104653,2995.098319,87.57339036,80.65196212,23.93560024,1,0
Fi-Su3-044,FighterJet,Su35,11/25/2025,1319,528,3098,2.78,-6,Desert,66,76.79582001,2062.547508,65.35275842,59.58083201,22.1909029,1,0
Fi-Su3-045,FighterJet,Su35,11/25/2025,3425,599,3673,2.73,29,Arctic,131,57.36284409,2441.445568,95.89225973,50.65430549,27.52621126,1,0
Fi-Su3-046,FighterJet,Su35,12/2/2025,2012,520,3479,3.2,-7,HighAltitude,285,161.5216161,3780.86122,101.1013258,89.71247886,22.34980015,1,0
Fi-Su3-047,FighterJet,Su35,11/12/2025,1088,635,3041,3.1,43,HighAltitude,39,191.6905223,3921.173491,64.85596251,86.25859664,25.18996631,1,0
Fi-Su3-048,FighterJet,Su35,4/8/2025,791,634,3672,2.37,30,Temperate,285,162.3791537,2830.3692,65.27570909,81.93121499,24.1477802,1,0
Fi-Su3-049,FighterJet,Su35,8/23/2025,2877,609,3904,2.16,40,Temperate,281,110.233576,2675.025741,67.90882279,99.9216786,24.65807302,1,0
Fi-Su3-050,FighterJet,Su35,6/30/2025,3696,580,3563,3.49,10,HighAltitude,211,164.6276552,2861.176145,96.29338418,80.42066851,25.37886822,1,0
Fi-Su3-051,FighterJet,Su35,4/20/2025,1536,640,3948,3.12,13,Coastal,229,193.9736646,2000.391256,61.73314511,64.22410853,22.09781469,1,0
Fi-Su3-052,FighterJet,Su35,3/11/2025,3646,577,3006,2.45,4,Temperate,161,53.25520572,3643.879845,94.4859592,63.79785684,25.32197892,1,0
Fi-Su3-053,FighterJet,Su35,10/12/2025,2337,646,3158,2.14,19,HighAltitude,79,70.76122902,2734.165786,89.10778532,61.64970743,26.86644542,1,0
Fi-Su3-054,FighterJet,Su35,2/17/2025,2336,602,3582,3.38,36,Desert,370,98.70380811,2965.066346,84.41381992,94.95120484,26.21708737,1,0
Fi-Su3-055,FighterJet,Su35,2/18/2025,2438,576,3038,3.1,26,Coastal,40,167.0182862,3843.742993,76.71948222,93.98962513,24.60582638,1,0
Fi-Su3-056,FighterJet,Su35,3/3/2025,3562,558,3765,2.98,28,Desert,324,166.6127927,2764.973924,75.23916964,52.05911261,25.23957838,1,0
Fi-Su3-057,FighterJet,Su35,3/18/2025,1338,628,3714,2.33,-7,Coastal,228,162.9260305,3150.509708,64.50414763,71.59678351,26.71820979,1,0
Fi-Su3-058,FighterJet,Su35,3/17/2025,541,586,3084,2.71,37,Desert,280,109.8786949,2170.157975,85.09115578,88.69125683,22.78225105,1,0
Fi-Su3-059,FighterJet,Su35,3/11/2025,1969,643,3202,2.73,31,Arctic,100,134.1751415,3994.157534,86.21238911,62.11575459,23.59754254,1,0
Fi-Su3-060,FighterJet,Su35,8/9/2025,1324,647,3091,2.17,16,Coastal,187,102.2461785,2641.476726,89.69385745,51.21034152,23.82891309,1,0
Fi-Su3-061,FighterJet,Su35,6/29/2025,2524,613,3638,2.22,-8,Temperate,102,152.8038841,2311.982434,96.42433765,54.29072198,26.43748978,1,0
Fi-Mir-029,FighterJet,Mirage2000,3/2/2025,98,619,3640,3.2,37,Temperate,315,199.8480511,2828.082279,76.68961285,78.02077525,25.82502126,1,0
Fi-Mir-030,FighterJet,Mirage2000,1/6/2025,2623,551,3706,2.42,40,Desert,157,95.04259919,3099.987199,98.35163005,55.69183815,23.99969734,1,0
Fi-Mir-031,FighterJet,Mirage2000,7/22/2025,2967,645,3630,3.44,43,Temperate,99,99.57722481,2675.873711,93.62364787,95.80815266,26.7835263,1,0
Fi-Mir-032,FighterJet,Mirage2000,11/27/2025,556,623,3159,2.94,45,Arctic,171,119.3705113,3628.333247,106.3894988,52.80111426,25.12643935,1,0
Fi-Mir-033,FighterJet,Mirage2000,10/17/2025,2969,580,3568,2.8,3,Arctic,350,99.7578939,3832.372902,99.78913998,53.31065207,22.89582944,1,0
Fi-Mir-034,FighterJet,Mirage2000,1/16/2025,1389,596,3641,2.8,0,Arctic,310,108.4349411,3190.383734,103.2296845,87.57701043,26.2315971,1,0
Fi-Mir-035,FighterJet,Mirage2000,6/11/2025,2907,508,3278,2.62,21,Temperate,190,117.7859494,3901.4535,70.80699396,65.11591493,22.67338763,1,0
Fi-Mir-036,FighterJet,Mirage2000,1/20/2025,3185,551,3935,2.14,22,Desert,247,185.7433701,2308.155554,77.00579521,74.17359715,27.24327456,1,0
Fi-Mir-037,FighterJet,Mirage2000,6/8/2025,3176,583,3146,3.15,-4,Arctic,346,198.9080516,2410.37422,61.82762685,69.37941079,27.18886121,1,0
Fi-Mir-038,FighterJet,Mirage2000,3/1/2025,16,579,3954,2.07,44,Arctic,44,99.99346301,3778.371752,65.15514147,88.30900925,26.47332835,1,0
Fi-Mir-039,FighterJet,Mirage2000,1/12/2025,2365,579,3654,3.34,10,Temperate,98,92.98510657,3064.551612,98.63935487,83.5562021,23.63592524,1,0
Fi-Mir-040,FighterJet,Mirage2000,3/22/2025,1120,529,3015,3.44,25,Arctic,52,80.98660694,2700.636276,75.92424559,57.07784144,26.22612218,1,0
Fi-Mir-041,FighterJet,Mirage2000,5/26/2025,2351,562,3175,2.11,29,HighAltitude,276,116.5471458,2260.148004,83.53677895,83.77479689,22.63556151,1,0
Fi-Mir-042,FighterJet,Mirage2000,1/28/2025,352,609,3401,2.27,28,Arctic,322,175.4261606,3398.731,90.81576688,65.62203256,26.90465187,1,0
Fi-Mir-043,FighterJet,Mirage2000,12/10/2025,3314,636,3080,3.46,38,Coastal,290,69.76929206,3625.702035,105.9844521,73.41379527,24.73350502,1,0
Fi-Mir-044,FighterJet,Mirage2000,12/17/2025,2639,619,3481,2.35,4,Temperate,315,88.70791485,2726.898691,69.16765358,95.86322109,23.98196774,1,0
Fi-Mir-045,FighterJet,Mirage2000,6/16/2025,1856,624,3030,2.1,-3,HighAltitude,245,119.1862526,2341.60309,98.39707574,80.22201157,22.76436401,1,0
Fi-Mir-046,FighterJet,Mirage2000,2/22/2025,1661,527,3333,2.83,-6,HighAltitude,272,119.1462279,3181.071913,71.92876459,62.18455305,22.95412174,1,0
Fi-Mir-047,FighterJet,Mirage2000,9/4/2025,1572,516,3348,2.31,34,Arctic,220,167.6470965,2870.707416,99.36633853,77.22634401,23.41692591,1,0
Fi-Mir-048,FighterJet,Mirage2000,12/6/2025,2742,519,3757,3.4,26,Coastal,58,138.8244703,2925.816869,87.75438506,91.10115262,23.05704401,1,0
Fi-Mir-049,FighterJet,Mirage2000,7/27/2025,285,527,3701,3.22,39,Coastal,167,124.1442721,3320.329518,64.52665024,90.8516795,27.32356922,1,0
Fi-Mir-050,FighterJet,Mirage2000,11/22/2025,3317,500,3775,2.22,-1,Coastal,272,93.72548803,3231.144333,82.35798843,60.2830841,27.26455212,1,0
Fi-Mir-051,FighterJet,Mirage2000,6/3/2025,2335,577,3940,3.41,17,HighAltitude,45,137.4090467,3222.981512,85.52119397,92.38183727,27.11503108,1,0
Fi-Mir-052,FighterJet,Mirage2000,2/1/2025,1512,640,3991,2.08,35,Arctic,183,66.45474754,2564.418493,61.55923711,71.58577506,25.54098325,1,0
Fi-Mir-053,FighterJet,Mirage2000,11/17/2025,1303,597,3415,2.57,24,Temperate,339,76.01151594,2278.137731,87.77107894,92.16638354,24.16172733,1,0
Fi-Mir-054,FighterJet,Mirage2000,8/2/2025,631,573,3893,3.01,-2,Desert,36,147.2583864,2287.991773,104.2444341,82.89633484,27.84985016,1,0
Fi-Mir-055,FighterJet,Mirage2000,3/11/2025,346,535,3657,3.21,45,Coastal,356,140.6644269,2851.408342,68.98986885,75.47074572,25.31230018,1,0
Fi-Mir-056,FighterJet,Mirage2000,8/19/2025,1575,590,3231,2.28,28,Desert,295,124.7235445,3461.82676,95.60649995,63.46252241,27.55938671,1,0
Fi-Mir-057,FighterJet,Mirage2000,10/23/2025,1503,508,3038,2.85,35,HighAltitude,57,137.0403172,3923.475499,64.00315528,86.50927347,25.15844832,1,0
Fi-Mir-058,FighterJet,Mirage2000,5/24/2025,1904,632,3080,2.79,29,Desert,125,120.8677359,3483.372221,108.0205523,53.90409592,25.80212598,1,0
Fi-Mir-059,FighterJet,Mirage2000,10/24/2025,1279,513,3925,2.52,39,Desert,240,118.1052158,3812.110163,88.69826508,66.57569946,24.11748725,1,0
Fi-Mir-060,FighterJet,Mirage2000,5/31/2025,1184,542,3036,3.04,28,HighAltitude,372,167.7532333,2520.886273,91.4650027,78.90705435,25.43715997,1,0
Fi-Mir-061,FighterJet,Mirage2000,12/3/2025,1195,506,3293,2.73,-2,Arctic,39,177.7167884,2555.697594,66.62693814,64.04859657,27.1471503,1,0
Ar-Inf-062,ArmoredVehicle,InfantryFightingVehicle,2/7/2025,3866,91,3114,0.96,-4,Arctic,259,81.91082085,3313.472606,71.21224346,55.4109191,27.07224051,0,25
Ar-Inf-063,ArmoredVehicle,InfantryFightingVehicle,1/6/2025,385,118,3024,0.84,17,Coastal,175,74.61139138,2643.274739,77.2191446,97.0703712,25.57734263,1,0
